Key,Category,Type (observed),คำอธิบายสำหรับ End User,ความหมาย (TH),หลักฐานใน repo
seg_sku_affinity_top1_activity_completion_rate,Segment KPI,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ที่ชอบ SKU อันดับ 1,completion rate ของเซกเมนต์ sku_affinity_top1 ใน window (completed/activity_count),src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_activity_completion_rate_cold_start_increase,Segment Delta,boolean,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ที่ชอบ SKU อันดับ 1 เพิ่มจาก 0,ธง cold-start ของ seg_sku_affinity_top1_activity_completion_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_activity_completion_rate_delta,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ที่ชอบ SKU อันดับ 1 เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_sku_affinity_top1_activity_completion_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_activity_completion_rate_prev,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ที่ชอบ SKU อันดับ 1 ค่าเดิม,ค่า seg_sku_affinity_top1_activity_completion_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_activity_completion_rate_wow_pct,Segment Delta,null/unknown,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ที่ชอบ SKU อันดับ 1 %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_sku_affinity_top1_activity_completion_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_dormant_share,Segment KPI,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่ชอบ SKU อันดับ 1,สัดส่วนผู้ใช้ของเซกเมนต์ sku_affinity_top1_dormant เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_dormant_share_cold_start_increase,Segment Delta,boolean,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่ชอบ SKU อันดับ 1 เพิ่มจาก 0,ธง cold-start ของ seg_sku_affinity_top1_dormant_share (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_dormant_share_delta,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่ชอบ SKU อันดับ 1 เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_sku_affinity_top1_dormant_share เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_dormant_share_prev,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่ชอบ SKU อันดับ 1 ค่าเดิม,ค่า seg_sku_affinity_top1_dormant_share ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_dormant_share_wow_pct,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่ชอบ SKU อันดับ 1 %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_sku_affinity_top1_dormant_share เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_gmv_net,Segment KPI,number,GMV สุทธิ ผู้ใช้ที่ชอบ SKU อันดับ 1,ผลรวม GMV สุทธิของผู้ใช้ในเซกเมนต์ sku_affinity_top1 ภายใน window,src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_gmv_net_cold_start_increase,Segment Delta,boolean,GMV สุทธิ ผู้ใช้ที่ชอบ SKU อันดับ 1 เพิ่มจาก 0,ธง cold-start ของ seg_sku_affinity_top1_gmv_net (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_gmv_net_delta,Segment Delta,number,GMV สุทธิ ผู้ใช้ที่ชอบ SKU อันดับ 1 เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_sku_affinity_top1_gmv_net เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_gmv_net_prev,Segment Delta,number,GMV สุทธิ ผู้ใช้ที่ชอบ SKU อันดับ 1 ค่าเดิม,ค่า seg_sku_affinity_top1_gmv_net ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_gmv_net_wow_pct,Segment Delta,number,GMV สุทธิ ผู้ใช้ที่ชอบ SKU อันดับ 1 %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_sku_affinity_top1_gmv_net เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_redeem_rate,Segment KPI,number,อัตราแลก ผู้ใช้ที่ชอบ SKU อันดับ 1,redeem proxy rate ของเซกเมนต์ sku_affinity_top1 ใน window (redeem_count/activity_count),src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_redeem_rate_cold_start_increase,Segment Delta,boolean,อัตราแลก ผู้ใช้ที่ชอบ SKU อันดับ 1 เพิ่มจาก 0,ธง cold-start ของ seg_sku_affinity_top1_redeem_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_redeem_rate_delta,Segment Delta,number,อัตราแลก ผู้ใช้ที่ชอบ SKU อันดับ 1 เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_sku_affinity_top1_redeem_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_redeem_rate_prev,Segment Delta,number,อัตราแลก ผู้ใช้ที่ชอบ SKU อันดับ 1 ค่าเดิม,ค่า seg_sku_affinity_top1_redeem_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_redeem_rate_wow_pct,Segment Delta,null/unknown,อัตราแลก ผู้ใช้ที่ชอบ SKU อันดับ 1 %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_sku_affinity_top1_redeem_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_share,Segment KPI,number,สัดส่วนผู้ใช้ ผู้ใช้ที่ชอบ SKU อันดับ 1,สัดส่วนผู้ใช้ของเซกเมนต์ sku_affinity_top1 เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_transactions,Segment KPI,number,จำนวนธุรกรรม ผู้ใช้ที่ชอบ SKU อันดับ 1,ผลรวมจำนวนธุรกรรมของผู้ใช้ในเซกเมนต์ sku_affinity_top1 ภายใน window,src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_transactions_cold_start_increase,Segment Delta,boolean,จำนวนธุรกรรม ผู้ใช้ที่ชอบ SKU อันดับ 1 เพิ่มจาก 0,ธง cold-start ของ seg_sku_affinity_top1_transactions (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_transactions_delta,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ที่ชอบ SKU อันดับ 1 เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_sku_affinity_top1_transactions เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_transactions_prev,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ที่ชอบ SKU อันดับ 1 ค่าเดิม,ค่า seg_sku_affinity_top1_transactions ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_transactions_wow_pct,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ที่ชอบ SKU อันดับ 1 %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_sku_affinity_top1_transactions เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_users,Segment KPI,number,จำนวนผู้ใช้ ผู้ใช้ที่ชอบ SKU อันดับ 1,จำนวนผู้ใช้ในเซกเมนต์ sku_affinity_top1 ภายใน window (n_seg),src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_users_cold_start_increase,Segment Delta,boolean,จำนวนผู้ใช้ ผู้ใช้ที่ชอบ SKU อันดับ 1 เพิ่มจาก 0,ธง cold-start ของ seg_sku_affinity_top1_users (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_sku_affinity_top1_users_delta,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ที่ชอบ SKU อันดับ 1 เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_sku_affinity_top1_users เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
